Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Jimmy Graham,CHI,15.0,6.0,23.0,14.0,60.9,167.0,11.9,3.0,10.0,28.0,7.3,0.9,11.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
Khalil Herbert,CHI,17.0,2.0,16.0,14.0,87.5,96.0,6.9,0.0,6.0,20.0,6.0,0.8,5.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0
Mack Hollins,MIA,17.0,3.0,28.0,14.0,50.0,223.0,15.9,4.0,11.0,65.0,8.0,0.8,13.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oj Howard,TAM,17.0,9.0,21.0,14.0,66.7,135.0,9.6,1.0,10.0,21.0,6.4,0.8,7.9,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycole Pruitt,TEN,16.0,9.0,18.0,14.0,77.8,145.0,10.4,3.0,10.0,22.0,8.1,0.9,9.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Rhamondre Stevenson,NWE,12.0,2.0,18.0,14.0,77.8,123.0,8.8,0.0,3.0,41.0,6.8,1.2,10.3,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0
Ashton Dulin,IND,17.0,1.0,22.0,13.0,59.1,173.0,13.3,2.0,9.0,62.0,7.9,0.8,10.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khadarel Hodge,DET,16.0,1.0,27.0,13.0,48.1,157.0,12.1,0.0,7.0,42.0,5.8,0.8,9.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
Lil'Jordan Humphrey,NOR,10.0,4.0,18.0,13.0,72.2,249.0,19.2,2.0,9.0,56.0,13.8,1.3,24.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.25,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Johnson,NOR,14.0,2.0,22.0,13.0,59.1,159.0,12.2,4.0,12.0,27.0,7.2,0.9,11.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0
Jerick Mckinnon,KAN,13.0,0.0,20.0,13.0,65.0,107.0,8.2,1.0,6.0,14.0,5.4,1.0,8.2,0.0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,42.0,0.0,10.7,0.0,0.0,10.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.5,0.0,86.4,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0
Dare Ogunbowale,JAX,17.0,2.0,21.0,13.0,61.9,114.0,8.8,1.0,3.0,28.0,5.4,0.8,6.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Boston Scott,PHI,16.0,4.0,16.0,13.0,81.3,83.0,6.4,0.0,3.0,19.0,5.2,0.8,5.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Salvon Ahmed,MIA,12.0,0.0,19.0,12.0,63.2,117.0,9.8,0.0,4.0,18.0,6.2,1.0,9.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyami Brown,WAS,15.0,6.0,25.0,12.0,48.0,165.0,13.8,0.0,6.0,48.0,6.6,0.8,11.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,PIT,8.0,3.0,18.0,12.0,66.7,84.0,7.0,1.0,6.0,19.0,4.7,1.5,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Ford,MIA,13.0,2.0,17.0,12.0,70.6,161.0,13.4,2.0,7.0,52.0,9.5,0.9,12.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Keal Harry,NWE,12.0,4.0,22.0,12.0,54.5,184.0,15.3,0.0,7.0,43.0,8.4,1.0,15.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hyde,JAX,12.0,2.0,21.0,12.0,57.1,65.0,5.4,0.0,1.0,9.0,3.1,1.0,5.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Richard,LVR,10.0,0.0,14.0,12.0,85.7,72.0,6.0,0.0,4.0,19.0,5.1,1.2,7.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Shaheen,MIA,12.0,7.0,16.0,12.0,75.0,110.0,9.2,0.0,5.0,21.0,6.9,1.0,9.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Malik Turner,DAL,14.0,0.0,16.0,12.0,75.0,149.0,12.4,3.0,8.0,61.0,9.3,0.9,10.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James White,NWE,3.0,0.0,14.0,12.0,85.7,94.0,7.8,0.0,5.0,28.0,6.7,4.0,31.3,0.0,0,0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Wright,DET,10.0,5.0,17.0,12.0,70.6,117.0,9.8,2.0,6.0,36.0,6.9,1.2,11.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.67,0.0,0.0,0.5,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tevin Coleman,NYJ,11.0,5.0,16.0,11.0,68.8,49.0,4.5,0.0,2.0,11.0,3.1,1.0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,IND,17.0,0.0,15.0,11.0,73.3,106.0,9.6,0.0,4.0,27.0,7.1,0.6,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakeem Grant,2TM,15.0,0.0,17.0,11.0,64.7,132.0,12.0,2.0,7.0,46.0,7.8,0.7,8.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Jarwin,DAL,8.0,5.0,17.0,11.0,64.7,96.0,8.7,2.0,5.0,20.0,5.6,1.4,12.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Johnson,NYG,12.0,1.0,21.0,11.0,52.4,105.0,9.5,0.0,6.0,16.0,5.0,0.9,8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breshad Perriman,TAM,6.0,0.0,18.0,11.0,61.1,167.0,15.2,1.0,5.0,58.0,9.3,1.8,27.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Ross,NYG,10.0,1.0,20.0,11.0,55.0,224.0,20.4,1.0,8.0,51.0,11.2,1.1,22.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Sample,CIN,17.0,8.0,15.0,11.0,73.3,81.0,7.4,0.0,3.0,19.0,5.4,0.6,4.8,0.0,0,0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Skowronek,LAR,14.0,1.0,20.0,11.0,55.0,133.0,12.1,0.0,7.0,35.0,6.7,0.8,9.5,0.0,0,0,0.0,0.0,2.0,0.67,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peyton Barber,LVR,10.0,1.0,13.0,10.0,76.9,67.0,6.7,0.0,3.0,23.0,5.2,1.0,6.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Benson,DET,8.0,2.0,22.0,10.0,45.5,103.0,10.3,0.0,4.0,24.0,4.7,1.3,12.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parris Campbell,IND,6.0,3.0,20.0,10.0,50.0,162.0,16.2,1.0,7.0,51.0,8.1,1.7,27.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Wayne Eskridge,SEA,10.0,0.0,20.0,10.0,50.0,64.0,6.4,1.0,4.0,17.0,3.2,1.0,6.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royce Freeman,2TM,15.0,0.0,16.0,10.0,62.5,77.0,7.7,0.0,4.0,12.0,4.8,0.7,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyril Grayson,TAM,5.0,3.0,12.0,10.0,83.3,212.0,21.2,2.0,8.0,62.0,17.7,2.0,42.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Ingold,LVR,9.0,3.0,12.0,10.0,83.3,85.0,8.5,1.0,4.0,29.0,7.1,1.1,9.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Jones,TAM,16.0,3.0,13.0,10.0,76.9,64.0,6.4,0.0,2.0,15.0,4.9,0.6,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latavius Murray,BAL,14.0,6.0,13.0,10.0,76.9,75.0,7.5,0.0,2.0,18.0,5.8,0.7,5.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaret Patterson,WAS,17.0,1.0,11.0,10.0,90.9,73.0,7.3,0.0,5.0,12.0,6.6,0.6,4.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Pettis,NYG,3.0,0.0,16.0,10.0,62.5,87.0,8.7,1.0,5.0,27.0,5.4,3.3,29.0,1.0,New York Giants,WR,5.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Schwartz,CLE,14.0,2.0,23.0,10.0,43.5,135.0,13.5,1.0,6.0,44.0,5.9,0.7,9.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dede Westbrook,MIN,15.0,0.0,15.0,10.0,66.7,68.0,6.8,0.0,3.0,17.0,4.5,0.7,4.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Bell,KAN,16.0,5.0,13.0,9.0,69.2,87.0,9.7,0.0,4.0,24.0,6.7,0.6,5.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Alex Collins,SEA,11.0,6.0,10.0,9.0,90.0,87.0,9.7,0.0,3.0,28.0,8.7,0.8,7.9,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
D'Onta Foreman,TEN,9.0,3.0,11.0,9.0,81.8,123.0,13.7,0.0,6.0,39.0,11.2,1.0,13.7,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Hollister,JAX,7.0,2.0,14.0,9.0,64.3,55.0,6.1,1.0,2.0,11.0,3.9,1.3,7.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Johnson,TEN,7.0,3.0,19.0,9.0,47.4,160.0,17.8,0.0,7.0,50.0,8.4,1.3,22.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dax Milne,WAS,13.0,1.0,14.0,9.0,64.3,83.0,9.2,0.0,4.0,22.0,5.9,0.7,6.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Oliver,BAL,14.0,1.0,15.0,9.0,60.0,66.0,7.3,0.0,4.0,19.0,4.4,0.6,4.7,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijhaa Penny,NYG,17.0,3.0,13.0,9.0,69.2,30.0,3.3,1.0,4.0,16.0,2.3,0.5,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Sherfield,SFO,17.0,1.0,20.0,9.0,45.0,87.0,9.7,1.0,7.0,18.0,4.4,0.5,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Smith,ATL,17.0,8.0,10.0,9.0,90.0,56.0,6.2,0.0,3.0,11.0,5.6,0.5,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Smith,ATL,16.0,6.0,11.0,9.0,81.8,65.0,7.2,1.0,3.0,22.0,5.9,0.6,4.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equanimeous St Brown,GNB,13.0,2.0,17.0,9.0,52.9,98.0,10.9,0.0,6.0,26.0,5.8,0.7,7.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Sweeney,BUF,13.0,3.0,12.0,9.0,75.0,44.0,4.9,1.0,3.0,13.0,3.7,0.7,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Vannett,NOR,7.0,2.0,15.0,9.0,60.0,133.0,14.8,1.0,7.0,30.0,8.9,1.3,19.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty'Son Williams,BAL,13.0,3.0,12.0,9.0,75.0,84.0,9.3,0.0,4.0,21.0,7.0,0.7,6.5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Derrick Gore,KAN,11.0,0.0,9.0,8.0,88.9,105.0,13.1,0.0,3.0,50.0,11.7,0.7,9.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Denzel Mims,NYJ,11.0,3.0,23.0,8.0,34.8,133.0,16.6,0.0,5.0,40.0,5.8,0.7,12.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Ricard,BAL,13.0,11.0,13.0,8.0,61.5,63.0,7.9,1.0,3.0,22.0,4.8,0.6,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Saubert,DEN,17.0,4.0,12.0,8.0,66.7,47.0,5.9,1.0,2.0,11.0,3.9,0.5,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Smith,NYJ,12.0,3.0,17.0,8.0,47.1,113.0,14.1,0.0,6.0,35.0,6.6,0.7,9.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwann Winfree,GNB,7.0,0.0,13.0,8.0,61.5,58.0,7.3,0.0,5.0,12.0,4.5,1.1,8.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Breida,BUF,9.0,0.0,9.0,7.0,77.8,72.0,10.3,2.0,4.0,23.0,8.0,0.8,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
